,_id,text,tags,definitions,technical_instruction_for_dev,sap_products,content_relevant_to_technical_risks,cost_information,risk_for_gl,support_information,marked,is_priority_statement,user_id
33,5e94e5dbe55dd0f9169ca511,"By using the Services, you may encounter content or information that might be inaccurate, incomplete, delayed, misleading, illegal, offensive or otherwise harmful. LinkedIn generally does not review content provided by our Members or others. You agree that we are not responsible for others’ (including other Members’) content or information. We cannot always prevent this misuse of our services, and you agree that we are not responsible for any such misuse. You also acknowledge the risk that you or your organization may be mistakenly associated with content about others when we let connections and followers know you or your organization were mentioned in the news.",['liability'],0,0,0,0,0,0,0,0.0,1.0,
34,5e94e5dbe55dd0f9169ca512,"LinkedIn reserves the right to limit your use of the Services, including the number of your connections and your ability to contact other Members. LinkedIn reserves the right to restrict, suspend, or terminate your account if LinkedIn believes that you may be in breach of this Contract or law or are misusing the Services (e.g. violating any Do and Don’ts).","['changes to service', 'usage limits', 'termination/suspension']",0,0,0,0,1,0,0,0.0,1.0,
35,5e94e5dbe55dd0f9169ca513,"TO THE EXTENT ALLOWED UNDER LAW, LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) (A) DISCLAIM ALL IMPLIED WARRANTIES AND REPRESENTATIONS (E.G. WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, ACCURACY OF DATA, AND NONINFRINGEMENT); (B) DO NOT GUARANTEE THAT THE SERVICES WILL FUNCTION WITHOUT INTERRUPTION OR ERRORS, AND (C) PROVIDE THE SERVICE (INCLUDING CONTENT AND INFORMATION) ON AN “AS IS” AND “AS AVAILABLE” BASIS.",['as-is and as-available'],0,0,0,0,0,0,0,0.0,1.0,
36,5e94e5dbe55dd0f9169ca514,"TO THE EXTENT PERMITTED UNDER LAW (AND UNLESS LINKEDIN HAS ENTERED INTO A SEPARATE WRITTEN AGREEMENT THAT OVERRIDES THIS CONTRACT), LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) SHALL NOT BE LIABLE TO YOU OR OTHERS FOR ANY INDIRECT, INCIDENTAL, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES, OR ANY LOSS OF DATA, OPPORTUNITIES, REPUTATION, PROFITS OR REVENUES, RELATED TO THE SERVICES (E.G. OFFENSIVE OR DEFAMATORY STATEMENTS, DOWN TIME OR LOSS, USE OF, OR CHANGES TO, YOUR INFORMATION OR CONTENT).",['liability'],0,0,0,0,0,0,0,1.0,1.0,I831094
37,5e94e5dbe55dd0f9169ca515,"SOME LAWS DO NOT ALLOW THE LIMITATION OR EXCLUSION OF LIABILITY, SO THESE LIMITS MAY NOT APPLY TO YOU.",['liability'],0,0,0,0,0,0,0,0.0,1.0,
38,5e94e5dbe55dd0f9169ca516,"IN NO EVENT SHALL THE LIABILITY OF LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) EXCEED, IN THE AGGREGATE FOR ALL CLAIMS, AN AMOUNT THAT IS THE LESSER OF (A) FIVE TIMES THE MOST RECENT MONTHLY OR YEARLY FEE THAT YOU PAID FOR A PREMIUM SERVICE, IF ANY, OR (B) US $1000.",['liability'],0,0,0,0,0,0,0,0.0,1.0,
39,5e94e5dbe55dd0f9169ca517,"THIS LIMITATION OF LIABILITY IS PART OF THE BASIS OF THE BARGAIN BETWEEN YOU AND LINKEDIN AND SHALL APPLY TO ALL CLAIMS OF LIABILITY (E.G. WARRANTY, TORT, NEGLIGENCE, CONTRACT, LAW) AND EVEN IF LINKEDIN OR ITS AFFILIATES HAS BEEN TOLD OF THE POSSIBILITY OF ANY SUCH DAMAGE, AND EVEN IF THESE REMEDIES FAIL THEIR ESSENTIAL PURPOSE.",['liability'],0,0,0,0,0,0,0,1.0,1.0,I831094
40,5e94e5dbe55dd0f9169ca518,"Both you and LinkedIn may terminate this Contract at any time with notice to the other. On termination, you lose the right to access or use the Services.",['termination/suspension'],0,0,0,0,0,0,0,0.0,1.0,
41,5e94e5dbe55dd0f9169ca519,"We reserve the right to change the terms of this Contract and will provide you notice if we do and we agree that changes cannot be retroactive. If you don't agree to these changes, you must stop using the Services.",['changes to terms'],0,0,0,0,0,0,0,0.0,1.0,
42,5e94e5dbe55dd0f9169ca51a,"Develop, support or use software, devices, scripts, robots, or any other means or processes (including crawlers, browser plugins and add-ons, or any other technology or manual work) to scrape the Services or otherwise copy profiles and other data from the Services;","['usage limits', 'technical requirements']",0,0,0,1,1,0,0,1.0,1.0,I831094
43,5e94e5dbe55dd0f9169ca51b,"Use, disclose or distribute any data obtained in violation of this policy;",['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
44,5e94e5dbe55dd0f9169ca51c,Disclose information that you do not have the consent to disclose (such as confidential information of others (including your employer));,['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
45,5e94e5dbe55dd0f9169ca51d,"Reverse engineer, decompile, disassemble, decipher or otherwise attempt to derive the source code for the Services or any related technology that is not open source;",['technical requirements'],0,1,0,1,0,0,0,1.0,1.0,I831094
46,5e94e5dbe55dd0f9169ca51e,"Monitor the Services’ availability, performance or functionality for any competitive purpose;",['monitor/audit'],0,0,0,0,0,0,0,1.0,1.0,I831094
47,5e94e5dbe55dd0f9169ca51f,"If you use our Services, you consent to the collection, use and sharing of your personal data under this Privacy Policy (which includes our Cookie Policy and other documents referenced in this Privacy Policy) and agree to the User Agreement. We provide you choices that allow you to opt-out or control how we use and share your data.","['use/modification of sap content', 'privacy/data protection', 'informed consent']",0,0,0,0,0,0,0,0.0,1.0,
48,5e94e5dbe55dd0f9169ca520,"We may modify this Privacy Policy, and if we make material changes to it, we will provide notice through our Services, or by other means, to provide you the opportunity to review the changes before they become effective. If you object to any changes, you may close your account. Your continued use of our Services after we publish or send a notice about our changes to this Privacy Policy means that you are consenting to the updated Privacy Policy.","['changes to terms', 'informed consent']",0,0,0,0,0,0,0,1.0,1.0,I831094
49,5e94e5dbe55dd0f9169ca521,"To create an account you provide data including your name, email address and/or mobile number, and a password. If you register for a premium Service, we ask you for payment (e.g., credit card) and billing information.",['payment'],0,0,0,0,1,0,0,0.0,1.0,
50,5e94e5dbe55dd0f9169ca522,"We collect personal data from you when you provide, post or upload it to our Services, such as when you fill out a form, respond to a survey (e.g., Members’ salary), submit a resume and apply for or save jobs or send invitations. If you opt to import your address book, we receive your contacts (including contact information your service provider(s) or app automatically added to your address book when you communicated with addresses or numbers not already in your list). If you sync your email or calendars with our Services, we will collect your “email header” and calendar meeting information (e.g. times, places, attendees and contacts).",['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
51,5e94e5dbe55dd0f9169ca523,"We receive personal data about you when others import or sync their address book or calendar with our Services, or send messages using our Services (including invites or connection requests).",['privacy/data protection'],0,0,0,0,0,1,0,1.0,1.0,I831094
52,5e94e5dbe55dd0f9169ca524,"We receive personal data about you when you use the services of our customers and partners, such as prospective employers and applicant tracking systems providing us job application data.",['data management and usage'],0,0,0,1,0,1,0,0.0,1.0,
53,5e94e5dbe55dd0f9169ca525,"We log usage data when you visit or otherwise use our Services, including our sites, app and platform technology (e.g., our off-site plugins), such as when you view or click on content (e.g., learning video) or ads (on or off our sites and apps), perform a search, install one of our mobile apps, share articles or apply for jobs. We use log-ins, cookies, device information and internet protocol (“IP”) addresses to identify you and log your use.","['monitor/audit', 'data management and usage']",0,0,0,1,1,1,0,0.0,1.0,
54,5e94e5dbe55dd0f9169ca526,"We collect information about you when you send, receive, or engage with messages in connection with our Services. For example, if you get a LinkedIn connection request, we track whether you have acted on it and will send you reminders. We also use automatic scanning technology on messages.","['monitor/audit', 'data management and usage']",0,0,0,0,0,1,0,1.0,1.0,I831094
55,5e94e5dbe55dd0f9169ca527,"Our Services are dynamic and we often introduce new features, which may require the collection of new information. If we collect materially different personal data or materially change how we use your data, we will notify you and may also modify this Privacy Policy.","['changes to terms', 'changes to service']",0,0,0,0,0,0,0,1.0,1.0,I831094
56,5e94e5dbe55dd0f9169ca528,"We sell premium Services that provide our customers customized-search functionality and tools (including messaging and activity alerts) as part of our talent, marketing and sales solutions. These subscribers can export limited information from your profile, such as name, headline, current company, current title, and general location (e.g., Dublin), in order to manage sales leads or talent, unless you opt out. ",['payment'],0,0,0,0,1,0,0,0.0,1.0,
57,5e94e5dbe55dd0f9169ca529,"We use data and content about Members for invitations and communications promoting membership and network growth, engagement and our Services.",['data management and usage'],0,0,0,0,0,1,0,1.0,1.0,I831094
58,5e94e5dbe55dd0f9169ca52a,"We use data, including public feedback, to conduct research and development for the further development of our Services in order to provide you and others with a better, more intuitive and personalized experience, drive membership growth and engagement on our Services, and help connect professionals to each other and to economic opportunity.",['data management and usage'],0,0,0,1,0,1,0,0.0,1.0,
59,5e94e5dbe55dd0f9169ca52b,"We use the data (which can include your communications) needed to investigate, respond to and resolve complaints and Service issues (e.g., bugs).",['data management and usage'],0,0,0,0,0,1,0,1.0,1.0,I831094
60,5e94e5dbe55dd0f9169ca52c,We use your data (including your communications) if we think it’s necessary for security purposes or to investigate possible fraud or other violations of our User Agreement or this Privacy Policy and/or attempts to harm our Members or Visitors.,['data security standards'],0,0,0,0,0,0,0,0.0,1.0,
61,5e94e5dbe55dd0f9169ca52d,"Welcome to the Amazon Web Services site (the “AWS Site”). Amazon Web Services, Inc. and/or its affiliates (“AWS”) provides the AWS Site to you subject to the following terms of use (“Site Terms”). By visiting the AWS Site, you accept the Site Terms. Please read them carefully. In addition, when you use any current or future AWS services, content or other materials, you also will be subject to the AWS Customer Agreement or other agreement governing your use of our services (the “Agreement”).",['technical requirements'],0,1,0,1,0,0,0,0.0,1.0,
62,5e94e5dbe55dd0f9169ca52e,"When you visit the AWS Site or send e-mails to us, you are communicating with us electronically. You consent to receive communications from us electronically. We will communicate with you by e-mail or by posting notices on the AWS Site. You agree that all agreements, notices, disclosures and other communications that we provide to you electronically satisfy any legal requirement that such communications be in writing.",['informed consent'],0,0,0,0,0,0,0,0.0,1.0,
63,5e94e5dbe55dd0f9169ca52f,"WS grants you a limited license to access and make personal use of the AWS Site and not to download (other than page caching) or modify it, or any portion of it, except with express written consent of AWS. This license does not include any resale or commercial use of the AWS Site or its contents; any derivative use of the AWS Site or its contents; any downloading or copying of account information; or any use of data mining, robots, or similar data gathering and extraction tools. Unless otherwise specified by AWS in a separate license, your right to use any software, data, documentation or other materials that you access or download through the AWS Site is subject to these Site Terms or, if you have an AWS account, the Agreement.",['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
64,5e94e5dbe55dd0f9169ca530,"THE AWS SITE AND ALL INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING ANY SOFTWARE) AND SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THIS SITE ARE PROVIDED BY AWS ON AN “AS IS” AND “AS AVAILABLE” BASIS, UNLESS OTHERWISE SPECIFIED IN THE AGREEMENT. AWS MAKES NO REPRESENTATIONS OR WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, AS TO THE OPERATION OF THIS SITE OR THE INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING ANY SOFTWARE) OR SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AWS SITE, UNLESS OTHERWISE SPECIFIED IN WRITING. YOU EXPRESSLY AGREE THAT YOUR USE OF THIS SITE IS AT YOUR SOLE RISK. TO THE FULL EXTENT PERMISSIBLE BY APPLICABLE LAW, AWS DISCLAIMS ALL WARRANTIES, EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO, IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE. AWS DOES NOT WARRANT THAT THIS SITE; INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING ANY SOFTWARE) OR SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AWS SITE; ITS SERVERS; OR E-MAIL SENT FROM AWS ARE FREE OF VIRUSES OR OTHER HARMFUL COMPONENTS. AWS WILL NOT BE LIABLE FOR ANY DAMAGES OF ANY KIND ARISING FROM THE USE OF THE AWS SITE OR FROM ANY INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) OR SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AWS SITE, INCLUDING, BUT NOT LIMITED TO DIRECT, INDIRECT, INCIDENTAL, PUNITIVE, AND CONSEQUENTIAL DAMAGES, UNLESS OTHERWISE SPECIFIED IN THE AGREEMENT. CERTAIN STATE LAWS DO NOT ALLOW LIMITATIONS ON IMPLIED WARRANTIES OR THE EXCLUSION OR LIMITATION OF CERTAIN DAMAGES. IF THESE LAWS APPLY TO YOU, SOME OR ALL OF THE ABOVE DISCLAIMERS, EXCLUSIONS, OR LIMITATIONS MAY NOT APPLY TO YOU, AND YOU MIGHT HAVE ADDITIONAL RIGHTS.","['liability', 'as-is and as-available']",0,0,0,0,0,0,0,0.0,1.0,
65,5e94e5dbe55dd0f9169ca531,"To access the Services, you must have an AWS account associated with a valid email address and a valid form of payment. Unless explicitly permitted by the Service Terms, you will only create one account per email address. ",['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
66,5e94e5dbe55dd0f9169ca532,We may change or discontinue any or all of the Service Offerings or change or remove functionality of any or all of the Service Offerings from time to time. We will notify you of any material change to or discontinuation of the Service Offerings. ,"['changes to service', 'termination/suspension']",0,0,0,0,0,0,0,0.0,1.0,
67,5e94e5dbe55dd0f9169ca533,"We may change or discontinue any APIs for the Services from time to time. For any discontinuation of or material change to an API for a Service, we will use commercially reasonable efforts to continue supporting the previous version of such API for 12 months after the change or discontinuation (except if doing so (a) would pose a security or intellectual property issue, (b) is economically or technically burdensome, or (c) would cause us to violate the law or requests of governmental entities). ","['changes to service', 'termination/suspension']",0,0,0,0,0,0,0,0.0,1.0,
68,5e94e5dbe55dd0f9169ca534,"To the Service Level Agreements. We may change, discontinue or add Service Level Agreements from time to time in accordance with Section 12.","['changes to terms', 'termination/suspension']",0,0,0,0,0,0,0,1.0,1.0,I831094
69,5e94e5dbe55dd0f9169ca535,"Without limiting Section 10 or your obligations under Section 4.2, we will implement reasonable and appropriate measures designed to help you secure Your Content against accidental or unlawful loss, access or disclosure.",['data security standards'],0,0,0,0,0,0,0,0.0,1.0,
70,5e94e5dbe55dd0f9169ca536,"3.2 Data Privacy. You may specify the AWS regions in which Your Content will be stored. You consent to the storage of Your Content in, and transfer of Your Content into, the AWS regions you select. We will not access or use Your Content except as necessary to maintain or provide the Service Offerings, or as necessary to comply with the law or a binding order of a governmental body. We will not (a) disclose Your Content to any government or third party or (b) subject to Section 3.3, move Your Content from the AWS regions selected by you; except in each case as necessary to comply with the law or a binding order of a governmental body. Unless it would violate the law or a binding order of a governmental body, we will give you notice of any legal requirement or order referred to in this Section 3.2. We will only use your Account Information in accordance with the Privacy Policy, and you consent to such usage. The Privacy Policy does not apply to Your Content.","['privacy/data protection', 'data security standards', 'informed consent']",0,0,0,0,0,0,0,1.0,1.0,I831094
71,5e94e5dbe55dd0f9169ca537,"You are responsible for properly configuring and using the Service Offerings and otherwise taking appropriate action to secure, protect and backup your accounts and Your Content in a manner that will provide appropriate security and protection, which might include use of encryption to protect Your Content from unauthorized access and routinely archiving Your Content. ",['data security standards'],0,0,0,0,0,0,0,1.0,1.0,I831094
72,5e94e5dbe55dd0f9169ca538,"You are responsible for End Users’ use of Your Content and the Service Offerings. You will ensure that all End Users comply with your obligations under this Agreement and that the terms of your agreement with each End User are consistent with this Agreement. If you become aware of any violation of your obligations under this Agreement caused by an End User, you will immediately suspend access to Your Content and the Service Offerings by such End User. We do not provide any support or services to End Users unless we have a separate agreement with you or an End User obligating us to provide such support or services. ",['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
